---,MaxStructure,MaxArmor
VTR-BSK,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
VTR-DS,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
WHM-6D,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WHM-6K,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WHM-6L,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WHM-6R,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WHM-6RB,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WHM-BW,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
WLF-1,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
WLF-1A,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
WLF-1B,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
WLF-GR,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
WVR-6K,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
WVR-6M,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
WVR-6P,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
WVR-6R,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
WVR-7H,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
WVR-Q,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
ZEU-5S,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-5T,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-6S,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-6T,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-9S,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-SA3,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
ZEU-SK,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HBK-VEST,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
CRD-SA2,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
